Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.63425E-4,23.765630681,0.512805404,0.15423477,0.196283391,0
3.67372E-4,24.021713686,0.516595638,0.153194651,0.196283391,0
3.70868E-4,24.280042172,0.519928257,0.152154532,0.196283391,0
3.7391E-4,24.503894442,0.522808639,0.151263001,0.196283391,0
3.76921E-4,24.766815743,0.525643061,0.150222883,0.200929152,0
3.81654E-4,25.032883551,0.53006524,0.149182764,0.203252033,0
3.86277E-4,25.263372735,0.534343986,0.148291233,0.203252033,0
3.89606E-4,25.535141667,0.537400971,0.147251114,0.204413473,0
3.90578E-4,25.769298616,0.538289894,0.146210996,0.204413473,0
3.93846E-4,26.004756907,0.541265943,0.145468053,0.207897793,0
4.01358E-4,26.284607902,0.548034444,0.144427935,0.207897793,0
4.06487E-4,26.527532059,0.552597857,0.143536404,0.209059233,0
4.11274E-4,27.060620843,0.55681496,0.141604755,0.218350755,0
4.12658E-4,28.009727868,0.558027202,0.138038633,0.218350755,0
4.13359E-4,28.340247352,0.558640023,0.136849926,0.243902439,0
4.15302E-4,28.505992078,0.560333693,0.13640416,0.24970964,0
4.20923E-4,28.757232161,0.565196805,0.13551263,0.24970964,0
4.24264E-4,29.010863027,0.568061577,0.1346211,0.24970964,0
4.25907E-4,29.26585255,0.569463604,0.133729569,0.24970964,0
4.2856E-4,29.951549143,0.57171765,0.131203566,0.24970964,0
4.29978E-4,30.037438658,0.572916901,0.131054978,0.269454123,0
4.31456E-4,30.252836338,0.574164642,0.130312036,0.270615563,0
4.34347E-4,30.599941187,0.576593635,0.12897474,0.270615563,0
4.35876E-4,30.774063988,0.577872841,0.128528975,0.277584204,0
4.37581E-4,31.036113805,0.579293948,0.127637444,0.279907085,0
4.39018E-4,31.255266339,0.580488979,0.126894502,0.283391405,0
4.42539E-4,31.519593545,0.583401086,0.126002972,0.292682927,0
4.4581E-4,31.785977694,0.586089033,0.125111441,0.292682927,0
4.47551E-4,32.054050377,0.5875118,0.124219911,0.295005807,0
4.48937E-4,32.368167489,0.588641594,0.123031204,0.297328688,0
4.52264E-4,32.503380868,0.591340569,0.122734027,0.304297329,0
4.5787E-4,32.777050986,0.595848885,0.121842496,0.304297329,0
4.59738E-4,33.006520575,0.597339823,0.121099554,0.306620209,0
4.63028E-4,33.283536402,0.599952827,0.120208024,0.31126597,0
4.65294E-4,33.515653111,0.601742506,0.119465082,0.31126597,0
4.7187E-4,33.7507402,0.60689098,0.11872214,0.31126597,0
4.74818E-4,34.035175453,0.609177042,0.117830609,0.31358885,0
4.75996E-4,34.272952502,0.610086758,0.117087667,0.31358885,0
4.78977E-4,34.559632361,0.612379616,0.116196137,0.317073171,0
4.83156E-4,34.84891938,0.615571571,0.115304606,0.320557491,0
4.85627E-4,35.042711071,0.617447102,0.114710253,0.321718931,0
4.87978E-4,35.286292522,0.619222481,0.113967311,0.321718931,0
4.88584E-4,35.872593914,0.619678968,0.112035661,0.321718931,0
4.91165E-4,36.019671233,0.621615635,0.111738484,0.335656214,0
4.96346E-4,36.266922459,0.625474864,0.110995542,0.337979094,0
5.0116E-4,36.516744162,0.629025851,0.1102526,0.339140534,0
5.05862E-4,36.768423117,0.632460645,0.109509658,0.341463415,0
5.11868E-4,37.023568109,0.636802521,0.108766716,0.341463415,0
5.1626E-4,37.281081156,0.639945386,0.108023774,0.342624855,0
5.23906E-4,37.541325238,0.645351748,0.107280832,0.343786295,0
5.28179E-4,37.751918211,0.648337224,0.106686478,0.343786295,0
5.30082E-4,38.016607863,0.649659305,0.105943536,0.344947735,0
5.3344E-4,38.28290235,0.651979096,0.105200594,0.344947735,0
5.37399E-4,38.55042834,0.654694792,0.104457652,0.346109175,0
5.43877E-4,38.76681449,0.659092696,0.103863299,0.347270616,0
5.48502E-4,39.039942447,0.662198076,0.103120357,0.349593496,0
5.50147E-4,39.424556881,0.663296087,0.102080238,0.356562137,0
5.51876E-4,40.086807819,0.664445573,0.100148588,0.356562137,0
5.5334E-4,40.25252993,0.665416123,0.099851412,0.370499419,0
5.55958E-4,40.529972044,0.667145341,0.09910847,0.37630662,0
5.60064E-4,40.753771165,0.669838083,0.098514116,0.37630662,0
5.62394E-4,41.034593569,0.67135714,0.097771174,0.37746806,0
5.62983E-4,41.259635916,0.671739709,0.09717682,0.379790941,0
5.67266E-4,41.542551873,0.674509745,0.096433878,0.379790941,0
5.69606E-4,41.770008283,0.676013516,0.095690936,0.380952381,0
5.75797E-4,42.056480442,0.679958033,0.095096582,0.383275261,0
5.76411E-4,42.286911233,0.680346696,0.094502229,0.419279907,0
5.83526E-4,42.519260916,0.684814941,0.093907875,0.419279907,0
5.89233E-4,42.75400411,0.688354448,0.093313522,0.419279907,0
5.93482E-4,43.049818736,0.690963467,0.092570579,0.419279907,0
5.97946E-4,43.288453524,0.693680944,0.091976226,0.419279907,0
6.01141E-4,43.528389863,0.695611532,0.091381872,0.419279907,0
6.043E-4,43.769725368,0.697508126,0.090787519,0.419279907,0
6.12038E-4,44.013177488,0.702104409,0.090193165,0.420441347,0
6.18891E-4,44.260172984,0.706116408,0.089598811,0.420441347,0
6.24357E-4,44.508896337,0.709277722,0.089004458,0.421602787,0
6.34221E-4,44.760194089,0.714896931,0.088410104,0.423925668,0
6.46005E-4,45.016774583,0.721467424,0.08781575,0.423925668,0
6.49107E-4,45.275735122,0.723171736,0.087221397,0.423925668,0
6.49915E-4,46.575472633,0.723613719,0.08410104,0.423925668,0
6.52217E-4,46.901436108,0.724869939,0.083506686,0.448315912,0
6.55236E-4,47.032482437,0.726508724,0.08320951,0.448315912,0
6.62683E-4,47.29677432,0.730508909,0.082615156,0.448315912,0
6.66657E-4,47.562948806,0.732619958,0.082020802,0.449477352,0
6.70741E-4,47.763930853,0.734771587,0.081575037,0.455284553,0
6.73709E-4,48.03267892,0.736324739,0.080980684,0.455284553,0
6.78816E-4,48.303377786,0.738975511,0.08038633,0.457607433,0
6.83879E-4,48.576737499,0.741577472,0.079791976,0.461091754,0
6.92223E-4,48.783414642,0.745809101,0.079346211,0.462253194,0
6.93737E-4,49.060685769,0.746569568,0.078751857,0.462253194,0
6.96955E-4,49.269482556,0.74817796,0.078306092,0.462253194,0
7.04823E-4,49.550187256,0.75206809,0.077711738,0.463414634,0
7.09337E-4,49.762590602,0.754272501,0.077265973,0.463414634,0
7.16054E-4,50.048360647,0.757516799,0.07667162,0.463414634,0
7.16054E-4,50.334782223,0.757516799,0.075928678,0.463414634,0
7.2616E-4,50.551343051,0.762317554,0.075631501,0.469221835,0
7.37305E-4,50.770891034,0.76750142,0.075185736,0.469221835,0
7.37367E-4,52.098046034,0.76752976,0.072511144,0.490127758,0
7.47797E-4,52.320678707,0.772278285,0.072065379,0.490127758,0
7.49474E-4,52.545481642,0.773032736,0.071619614,0.490127758,0
7.62393E-4,52.772394177,0.778761169,0.071173848,0.491289199,0
7.65711E-4,53.001757063,0.780208655,0.070728083,0.491289199,0
7.65761E-4,53.308061546,0.780230567,0.069985141,0.492450639,0
7.67778E-4,53.922274015,0.781105772,0.068796434,0.4970964,0
7.77485E-4,54.000022525,0.785269996,0.068796434,0.505226481,0
7.83344E-4,54.3124087,0.787745105,0.06820208,0.507549361,0
7.8628E-4,54.548151177,0.788974225,0.067756315,0.508710801,0
7.9041E-4,54.784720311,0.790691673,0.06731055,0.511033682,0
7.96279E-4,56.369999857,0.793108542,0.064338782,0.533101045,0
7.98189E-4,56.529563518,0.793888759,0.064041605,0.533101045,0
8.02709E-4,56.769926395,0.795724114,0.06359584,0.533101045,0
8.06811E-4,60.803980866,0.797375231,0.056017831,0.533101045,0
8.10958E-4,61.04691356,0.799031174,0.055720654,0.592334495,0
8.15174E-4,61.372874061,0.800700488,0.054977712,0.592334495,0
8.19186E-4,61.536311978,0.802276422,0.054829123,0.595818815,0
8.24627E-4,61.783136519,0.80439362,0.054383358,0.596980256,0
8.30398E-4,62.031543869,0.806614649,0.053937593,0.596980256,0
8.46363E-4,62.28390813,0.812628092,0.053491828,0.596980256,0
8.53865E-4,62.539162423,0.815388738,0.053046062,0.598141696,0
8.62115E-4,62.797551246,0.818377794,0.052600297,0.598141696,0
8.68818E-4,63.057084707,0.82077069,0.052154532,0.598141696,0
8.80935E-4,63.494865191,0.825016796,0.05141159,0.603948897,0
8.88706E-4,63.583735791,0.827686796,0.051263001,0.603948897,0
8.96089E-4,63.762402692,0.830185566,0.050965825,0.603948897,0
8.99771E-4,64.031910281,0.831418325,0.050520059,0.603948897,0
9.16616E-4,64.30561444,0.83694476,0.050074294,0.603948897,0
9.16616E-4,65.863862082,0.83694476,0.047399703,0.603948897,0
9.24474E-4,68.26655971,0.839460168,0.043684993,0.653890825,0
9.30278E-4,68.63692958,0.841293377,0.043090639,0.658536585,0
9.55985E-4,68.827612234,0.84916408,0.042793462,0.658536585,0
9.62156E-4,69.019768881,0.850994801,0.042496285,0.658536585,0
9.7131E-4,69.310899733,0.853669258,0.04205052,0.660859466,0
9.80122E-4,69.506279691,0.856198609,0.041753343,0.660859466,0
9.97482E-4,69.804891285,0.861054239,0.04115899,0.662020906,0
1.00469E-3,70.407704066,0.863021275,0.040267459,0.664343786,0
1.00538E-3,70.508241637,0.86320755,0.040267459,0.671312427,0
1.01505E-3,70.811693463,0.865802339,0.039821694,0.674796748,0
1.02357E-3,80.96309058,0.868045355,0.024962853,0.790940767,0
1.02426E-3,81.065516385,0.868224041,0.024814264,0.790940767,0
1.02789E-3,81.885426681,0.869168564,0.023625557,0.799070848,0
1.08288E-3,82.098732539,0.882655475,0.02332838,0.799070848,0
1.08288E-3,82.423595992,0.882655475,0.022734027,0.799070848,0
1.08375E-3,82.53197133,0.882858507,0.022734027,0.803716609,0
1.08586E-3,89.807232607,0.883345744,0.012630015,0.803716609,0
1.11143E-3,90.02841726,0.889102014,0.012481426,0.881533101,0
1.1156E-3,94.696859349,0.890011566,0.006240713,0.930313589,0
1.11672E-3,94.808531705,0.890256484,0.006092125,0.930313589,0
1.11672E-3,95.031876416,0.890256484,0.00564636,0.930313589,0
1.13414E-3,95.257849946,0.893974287,0.005497771,0.93495935,0
1.13856E-3,96.505847919,0.894897881,0.003863299,0.947735192,0
1.13856E-3,96.847416947,0.894897881,0.003268945,0.947735192,0
1.14824E-3,97.076452428,0.896890622,0.003120357,0.952380952,0
1.16825E-3,97.308546892,0.900894513,0.00282318,0.952380952,0
1.17304E-3,97.777762646,0.901828451,0.002080238,0.952380952,0
1.24886E-3,98.025308725,0.915505608,0.001931649,0.957026713,0
1.27879E-3,98.280312724,0.920363853,0.001634473,0.958188153,0
1.2984E-3,98.538247511,0.923394111,0.001337296,0.959349593,0
1.37757E-3,98.813491966,0.934501309,0.001040119,0.959349593,0
1.46685E-3,99.100661364,0.94510818,0.000742942,0.959349593,0
2.12399E-3,99.461385232,0.985043887,0.000445765,0.959349593,0
2.47076E-3,99.708461473,0.992469421,0.000297177,0.959349593,0
2.91539E-3,100,0.996875678,0.000148588,1,0
