"","predictor_value"
"I(bio14^2)",0.107282608695763
"I(bio5^2)",0.00231069736827985
"I(bio1^2)",0.0011140958306689
"I(bio15^2)",8.77204952910542e-05
"I(bio19^2)",2.42496440562569e-05
"I(northamerica_elevation_cec_2023^2)",-4.37993748429004e-07
"I(bio18^2)",-8.98070044384607e-07
"I(bio13^2)",-4.77137114976747e-05
"I(bio8^2)",-0.000394293765929081
"I(bio7^2)",-0.000556857766476655
"I(bio3^2)",-0.00113009215444415
