"","best$betas"
"bio1",0.0913751482716837
"bio10",0.269323619407598
"bio12",0.00477881635720379
"bio16",-0.0131416780720966
"bio19",0.013420373861179
"bio2",0.127938118312117
"bio6",0.176651938232675
"bio8",-0.00198451872165102
"bio9",-0.00209630360813027
"northamerica_elevation_cec_2023",7.980776340948e-06
