"","predictor_value"
"I(bio1^2)",0.00316442024337775
"I(bio9^2)",0.00198834322111041
"I(bio10^2)",0.00143942549366159
"I(bio12^2)",1.14416594985368e-05
"I(northamerica_elevation_cec_2023^2)",-5.16651222468476e-07
"I(bio15^2)",-6.87692045585871e-05
"I(bio13^2)",-9.69292288458437e-05
"I(bio8^2)",-0.000625395257879961
"I(bio7^2)",-0.000803561160248049
"I(bio6^2)",-0.0101127765434845
