"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.780380136319377,0.994,0.133032943956168,0.0722014578207498,0.650572353002366,0.0456824217880889,0.7345,0.18937176839927,0.137784626059674,0.244927044102528,0.003,0.006,19400.6930064868,362.688972792708,1.75020525040845e-79,13
"2","LQ","1","fc.LQ_rm.1",0.79386553067186,0.997,0.119389429859442,0.110149820152554,0.685869458306235,0.0958492421850145,0.795,0.125933845066897,0.257262165505174,0.303246474900144,0.00198425196850394,0.00229136113129402,19280.1795020194,242.175468325378,2.5838302287798e-53,18
"3","Q","1","fc.Q_rm.1",0.752824732229796,0.988,0.210078597533488,0.080407026620402,0.554036674559167,0.059387991843402,0.414,0.572968294643488,0.0551440552689534,0.0922150135086134,0.001,0.002,19713.739715396,675.735681701957,1.84442013104577e-147,14
"4","LQH","1","fc.LQH_rm.1",0.836914995131451,0.994,0.210986463124739,0.0865123871695672,0.632837969489294,0.0654364815873509,0.627,0.438252590789071,0.267902036890032,0.267723785875331,0.0409578544061303,0.0793819803456646,19038.0040336941,0,0.99999711683431,82
"5","H","1","fc.H_rm.1",0.837563193768257,0.994,0.207755801390334,0.0857166709402368,0.636142681354902,0.0648986910300747,0.70875,0.302440490014151,0.28092013254858,0.279321777528166,0.0539578544061303,0.105376910109316,19063.5172712673,25.5132375732028,2.88316568943551e-06,95
"6","L","2","fc.L_rm.2",0.773689483933788,0.99,0.141220302964162,0.0662010822651452,0.637321243011994,0.0371774631236006,0.80125,0.208599097153687,0.110926358343138,0.214073236676869,0.002,0.004,19492.3685974903,454.364563796222,2.16764088223185e-99,12
"7","LQ","2","fc.LQ_rm.2",0.790396494644596,0.995,0.117340695927387,0.0990395804715036,0.687668580899392,0.0926233815158655,0.83025,0.0855974103969663,0.21379759857604,0.26955563599366,0.00198425196850394,0.00229136113129402,19345.337001467,307.332967772956,1.8343945122017e-67,18
"8","Q","2","fc.Q_rm.2",0.748174683544304,0.99,0.196979043917551,0.102972073715584,0.560724687619192,0.0810872509790864,0.46025,0.507605079433477,0.053259842519685,0.0888390401761342,0.001,0.002,19755.1564835878,717.152449893718,1.87207356914916e-156,10
"9","LQH","2","fc.LQH_rm.2",0.821863680623174,0.999,0.155767646029903,0.129007619594478,0.673220070529132,0.111648895111273,0.865,0.0704414650614253,0.298572685817537,0.272883670630175,0.0169578544061303,0.0314133965943165,19170.2176990824,132.213665388383,1.95059044580978e-29,59
"10","H","2","fc.H_rm.2",0.820483349561831,1,0.156278581494819,0.1256317367534,0.671840295748468,0.106263239552483,0.89125,0.0566767147954078,0.292899201037617,0.281477312675449,0.0279421063746342,0.0507383305381906,19161.1531551222,123.149121428189,1.81345508711455e-27,52
"11","L","3","fc.L_rm.3",0.767730477117819,0.988,0.14972699422389,0.0669651844891618,0.62286286416847,0.0392982449518455,0.66,0.312790664822338,0.0999578544061303,0.197369694677362,0.001,0.002,19557.5435417739,519.539508079848,1.52555546827799e-113,12
"12","LQ","3","fc.LQ_rm.3",0.786057546251217,0.98,0.123554507209136,0.0978197719784386,0.677363305652531,0.0941550907088612,0.8835,0.0770822071989812,0.170254291489426,0.237710383061614,0.00198425196850394,0.00229136113129402,19409.534945799,371.530912104965,2.104196316545e-81,15
"13","Q","3","fc.Q_rm.3",0.739249172346641,0.964,0.193759466503743,0.111776638200344,0.558166336904046,0.0893737718722028,0.48375,0.489490466369537,0.0522913385826772,0.0846050164234817,0.001,0.002,19823.3848497472,785.38081605317,2.86234148871885e-171,11
"14","LQH","3","fc.LQH_rm.3",0.812537487828627,0.998,0.142754673425805,0.116659276924303,0.675427280516651,0.10179149432982,0.88725,0.0737444913196911,0.251137171291335,0.286219245363149,0.003,0.006,19219.4363321373,181.432298443204,4.0038308487357e-40,37
"15","H","3","fc.H_rm.3",0.810976241480039,0.993,0.142808106339254,0.124478850687892,0.67376600417304,0.105860146845891,0.929,0.0216487105081727,0.260031581041841,0.293857240694544,0.00198425196850394,0.00229136113129402,19238.0435502342,200.039516540168,3.64728457432271e-44,40
