"","predictor_value"
"I(bio9^2)",0.00280253620314993
"I(bio10^2)",0.00219780598729522
"I(bio1^2)",0.000494697260573065
"I(bio12^2)",1.28458444771062e-05
"I(northamerica_elevation_cec_2023^2)",-3.95251010598996e-07
"I(bio15^2)",-9.63743096365039e-05
"I(bio13^2)",-0.000105734578229821
"I(bio17^2)",-0.000250927778236959
"I(bio8^2)",-0.00046637471457119
"I(bio7^2)",-0.000925037675811128
"I(bio6^2)",-0.00433766778647699
