"","predictor_value"
"I(bio9^2)",0.00663021020507039
"I(bio2^2)",0.00612994917636281
"I(bio1^2)",0.00504405521259025
"I(bio12^2)",7.0721124857806e-06
"I(bio5^2)",-2.20865165980636e-05
"I(bio13^2)",-3.04543650554322e-05
"I(bio15^2)",-0.000255932402311779
"I(bio8^2)",-0.000556197632232095
"I(bio7^2)",-0.0018118311106229
"I(bio6^2)",-0.0244922704293811
