"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.829765837104072,0.978,0.134937471986055,0.114411460970822,0.740026091726055,0.124456415136579,0.5835,0.222273855112712,0.180603655603656,0.197327623887254,0.00446428571428571,0.00892857142857143,4237.5054577023,57.5063998889564,1.95963453837031e-13,14
"2","LQ","1","fc.LQ_rm.1",0.845417873303167,0.985,0.159861594112286,0.139473288787026,0.736405412270608,0.157930477201711,0.49825,0.250137795358212,0.234496753246753,0.266281324941275,0.03125,0.0625,4211.87849209915,31.8794342858064,7.19448911634762e-08,24
"3","Q","1","fc.Q_rm.1",0.827761312217195,0.917,0.174586723241643,0.150459247951149,0.699565517465741,0.159213898554592,0.534,0.246098896110216,0.171347402597403,0.191743687485561,0,0,4277.45429336872,97.4552355553769,4.14376999209032e-22,17
"4","LQH","1","fc.LQH_rm.1",0.88862963800905,0.993,0.145238873788864,0.147662831462765,0.757190665749682,0.13614256925951,0.6545,0.253140935712368,0.266477272727273,0.315964686249356,0.0538961038961039,0.0685036724147806,4198.77859118465,18.7795333713102,5.0304553694118e-05,62
"5","H","1","fc.H_rm.1",0.889377149321267,0.984,0.129036621694061,0.143485234945946,0.768086962689017,0.124565502149549,0.732,0.113959056975155,0.253087421837422,0.29776435743384,0.0631493506493506,0.0745771517297904,4219.03785612852,39.0387983151768,2.00615190250896e-09,67
"6","L","2","fc.L_rm.2",0.82907850678733,0.959,0.131790313655916,0.112411374744382,0.734760394835069,0.115659531878441,0.5845,0.240887940752542,0.157876382876383,0.16311232427864,0.00446428571428571,0.00892857142857143,4248.90175139523,68.9026935818902,6.56903162617422e-16,12
"7","LQ","2","fc.LQ_rm.2",0.838040045248869,0.992,0.152747291894169,0.132600352581704,0.737310592087041,0.14775965509768,0.56125,0.277730534871483,0.189285714285714,0.209854987184624,0.03125,0.0625,4229.96480150269,49.965743689354,8.50369693652287e-12,17
"8","Q","2","fc.Q_rm.2",0.824013800904977,0.961,0.164817367534046,0.143034582950338,0.698484218607869,0.145857377497311,0.6635,0.247755928284269,0.108119889369889,0.10468745508468,0,0,4282.79547531204,102.796417498697,2.86795754867735e-23,11
"9","LQH","2","fc.LQH_rm.2",0.866128280542986,0.992,0.129636004164553,0.114036123857783,0.772012164314574,0.128510687109293,0.67525,0.247481144062869,0.216396103896104,0.251991212775624,0.0224025974025974,0.0337891197833058,4179.99905781334,0,0.601909444983843,31
"10","H","2","fc.H_rm.2",0.864698416289593,0.989,0.106677027723,0.102746802745479,0.791520951903829,0.110881783261645,0.74875,0.117902148694019,0.17150974025974,0.207333160253081,0.0313311688311688,0.0512627278108327,4183.8316270429,3.83256922955843,0.0885725859078476,32
"11","L","3","fc.L_rm.3",0.826569004524887,0.976,0.131082539636956,0.104688729308337,0.733697622704798,0.109117015752071,0.57175,0.24541852008355,0.153168590668591,0.14581814634797,0.00446428571428571,0.00892857142857143,4262.5814653764,82.5824075630644,7.03054843822359e-19,11
"12","LQ","3","fc.LQ_rm.3",0.836097963800905,0.984,0.149137425784405,0.135117466410889,0.73155403599221,0.143122991260555,0.50875,0.247029519153751,0.175649350649351,0.192667017511595,0.0357142857142857,0.0714285714285714,4242.01992578276,62.0208679694242,2.0505520479927e-14,14
"13","Q","3","fc.Q_rm.3",0.822678054298642,0.979,0.162769435763252,0.138108068194666,0.690560198759086,0.134116854467108,0.622,0.24096611103362,0.099025974025974,0.104461058672579,0,0,4290.79262129603,110.793563482694,5.26034868723514e-25,10
"14","LQH","3","fc.LQH_rm.3",0.857994343891403,0.971,0.127958716180067,0.112305594054257,0.769403561801125,0.129717358518528,0.66075,0.253428984135596,0.212094155844156,0.254527422140454,0.0178571428571429,0.0357142857142857,4193.33288984235,13.3338320290113,0.000765819325829032,21
"15","H","3","fc.H_rm.3",0.859559954751131,0.988,0.11547832928348,0.106975306283117,0.78693557902806,0.124811911171736,0.7205,0.127573508221731,0.166964285714286,0.200199199268516,0.03125,0.0625,4181.33452049545,1.33546268210921,0.308701771269022,21
