"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.839271266968326,0.987,0.140313256943658,0.0975359444920161,0.737680776781632,0.112376163507369,0.62475,0.227646472994129,0.157714045214045,0.161194131682351,0.00446428571428571,0.00892857142857143,4202.81489541197,43.3247449411083,3.75561206216403e-10,13
"2","LQ","1","fc.LQ_rm.1",0.853702488687783,0.972,0.126335840348998,0.10868637071295,0.764346590072077,0.115119304185496,0.48725,0.386872394983152,0.198217291967292,0.219165223546991,0.0357142857142857,0.0714285714285714,4166.39048500715,6.90033453629349,0.0304888432809443,19
"3","Q","1","fc.Q_rm.1",0.837953619909502,0.966,0.156139073791836,0.135360417080498,0.703801422085741,0.118007737615491,0.54125,0.284914460847462,0.153003246753247,0.167705491167055,0.0133928571428571,0.0267857142857143,4237.19332014524,77.7031696743843,1.28676916750321e-17,15
"4","LQH","1","fc.LQH_rm.1",0.896536425339367,0.98,0.127477354081855,0.117117281142302,0.773616820344657,0.0961017902345011,0.69225,0.217052029092873,0.28887987012987,0.329752549923641,0.0767045454545455,0.0915578179187259,4159.49015047086,0,0.960571183914441,62
"5","H","1","fc.H_rm.1",0.897526923076923,0.982,0.121221966931038,0.122266371417076,0.782193439636417,0.101250328415815,0.76125,0.145373943103066,0.266558441558442,0.323327396764329,0.0542207792207792,0.0695209656925665,4174.7275980241,15.2374475532451,0.000471802088266781,66
"6","L","2","fc.L_rm.2",0.837716063348416,0.978,0.13309095687036,0.0972502155960955,0.740329569314719,0.107389172133003,0.64175,0.167525868649193,0.139613395863396,0.141650548319176,0.00446428571428571,0.00892857142857143,4221.17392410017,61.6837736293128,3.87318551540792e-14,12
"7","LQ","2","fc.LQ_rm.2",0.849296153846154,0.976,0.136861473543956,0.109475639787952,0.757195686444955,0.123487588098854,0.5205,0.299700405961242,0.211363636363636,0.240430938187155,0.0446428571428571,0.0892857142857143,4182.79470435142,23.3045538805609,8.35622215374002e-06,15
"8","Q","2","fc.Q_rm.2",0.833008371040724,0.982,0.156477341801589,0.121830301652469,0.709702838972795,0.121691552925833,0.608,0.224598901748576,0.12150974025974,0.130848150444432,0,0,4249.14512861896,89.6549781480981,3.26737071120086e-20,11
"9","LQH","2","fc.LQH_rm.2",0.8694092760181,0.981,0.113849400304426,0.0852023377179395,0.789151331063309,0.0986410688417265,0.67225,0.175634801031383,0.225649350649351,0.257191225937579,0.0268668831168831,0.0424860747941482,4173.12729685164,13.6371463807809,0.00105017298727279,34
"10","H","2","fc.H_rm.2",0.872276696832579,0.99,0.10155968871892,0.0980178208722541,0.802583792912469,0.105058297512591,0.85125,0.108164612204424,0.189448051948052,0.215503639094384,0.0224025974025974,0.0337891197833058,4169.24276998915,9.75261951828816,0.0073244519400259,36
"11","L","3","fc.L_rm.3",0.835915158371041,0.972,0.130037830242345,0.0964878332600195,0.742308928904254,0.107015312879457,0.6305,0.164061980157907,0.134986772486772,0.118426584123264,0,0,4231.62858021338,72.138429742522,2.07906740135664e-16,11
"12","LQ","3","fc.LQ_rm.3",0.847069909502262,0.977,0.135270962135627,0.116745614324708,0.750423767439545,0.122669836070315,0.5395,0.335130322909362,0.193428330928331,0.212077269580036,0.0446428571428571,0.0892857142857143,4195.66780785998,36.177657389122,1.33860076233097e-08,13
"13","Q","3","fc.Q_rm.3",0.832000226244344,0.984,0.155711711145569,0.116804830578742,0.708478684098155,0.120373472312712,0.67925,0.160421060545886,0.11712962962963,0.114999592249847,0,0,4254.43651655443,94.9463660835754,2.31839867919531e-21,9
"14","LQH","3","fc.LQH_rm.3",0.85942556561086,0.99,0.115345984454873,0.0937898752009103,0.779655902720427,0.105866296084812,0.63675,0.233205738923095,0.175649350649351,0.192667017511595,0.03125,0.0625,4179.3197841305,19.8296336596377,4.74875010173382e-05,22
"15","H","3","fc.H_rm.3",0.8625907239819,0.971,0.105553111711713,0.111493126085097,0.795669425924012,0.12383372445843,0.794,0.108434311912789,0.153165584415584,0.1768747365888,0.0178571428571429,0.0357142857142857,4179.78201758081,20.2918671099487,3.76883042709159e-05,26
