"","predictor_value"
"I(bio9^2)",0.00793148883582505
"I(bio2^2)",0.00632911664012942
"I(bio1^2)",0.00481642956311711
"I(bio12^2)",9.41329811225193e-06
"I(bio13^2)",-2.43316559962038e-05
"I(bio15^2)",-0.000330701188810414
"I(bio8^2)",-0.00060002695003262
"I(bio7^2)",-0.00212843891085208
"I(bio6^2)",-0.0216200665788508
