"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.783984773489933,0.997,0.126084059178226,0.0762821809915155,0.655471138243514,0.0687876125120185,0.83875,0.115086561625008,0.197625301463326,0.314385425976471,0.0069204152249135,0.013840830449827,22683.4247835685,468.536857667965,1.79697659571587e-102,10
"2","LQ","1","fc.LQ_rm.1",0.797510444630873,0.998,0.12139458788224,0.133678074680137,0.676718672178445,0.122856514769356,0.67125,0.354824252271459,0.232977897844236,0.428863926223388,0.00865051903114187,0.0173010380622837,22519.4470433919,304.559117491368,7.27538998012685e-67,17
"3","Q","1","fc.Q_rm.1",0.787090562080537,0.989,0.112269869846896,0.100193011068391,0.675787081166802,0.0905972406963266,0.603,0.466562607445846,0.240070748664455,0.453781941304876,0.00605536332179931,0.0121107266435986,22651.7936411562,436.905715255667,1.32787661828524e-95,11
"4","LQH","1","fc.LQH_rm.1",0.834066149328859,0.998,0.135169642692753,0.0810260434688942,0.69149426237767,0.0768145268382151,0.7995,0.00919238815542513,0.346982562374795,0.448839280941884,0.0535478510289565,0.0710760788638044,22224.2678550342,9.37992913368362,0.00910337882774028,83
"5","H","1","fc.H_rm.1",0.834309018456376,0.997,0.143422800481567,0.0804382062703643,0.683101947309919,0.0771678716058608,0.74,0.0537401153701777,0.355206246585321,0.437209235198685,0.06046826625387,0.0808630239321303,22214.8879259005,0,0.99089662117226,80
"6","L","2","fc.L_rm.2",0.78160625,0.989,0.115395000049865,0.0801257667024978,0.662794871592006,0.0706084493658296,0.7835,0.265365785285142,0.183351193904734,0.311514407973003,0.00951557093425606,0.0190311418685121,22715.0271822655,500.139256364924,2.46699765280137e-109,7
"7","LQ","2","fc.LQ_rm.2",0.793562877516779,0.995,0.108730321596483,0.128970931602275,0.68282326260723,0.115580594513519,0.75675,0.270618273588463,0.232874436487053,0.422291756674161,0.0147058823529412,0.0294117647058824,22571.4230083644,356.535082463841,3.76200083875974e-78,12
"8","Q","2","fc.Q_rm.2",0.785711031879195,0.978,0.0922465635240774,0.11320956943401,0.691998442966733,0.100714961230295,0.629,0.496284864434396,0.23970811313567,0.429264279784267,0.0224913494809689,0.0449826989619377,22685.0524527892,470.164526888606,7.96340017491612e-103,10
"9","LQH","2","fc.LQH_rm.2",0.822140645973154,0.999,0.137570203531515,0.11380032161415,0.686229773805869,0.105639059873288,0.827,0.169723304233685,0.205523251448752,0.332905114780889,0.0094728874521945,0.0168244061066228,22314.3142598485,99.4263339479658,2.54609294080491e-22,51
"10","H","2","fc.H_rm.2",0.823627055369128,0.999,0.147482863358628,0.115017679329849,0.677641439270139,0.107109031403032,0.78075,0.226648589965465,0.222615283682096,0.34883849587258,0.0120680431615371,0.0219978270140829,22299.5247832493,84.6368573487416,4.14350904704612e-19,51
"11","L","3","fc.L_rm.3",0.781237290268456,0.989,0.112746133219888,0.084529427872005,0.66401458685993,0.0746177526921953,0.7505,0.311887265957856,0.187753789048871,0.324024409891742,0.00951557093425606,0.0190311418685121,22721.5643231927,506.676397292122,9.38958980941545e-111,5
"12","LQ","3","fc.LQ_rm.3",0.788921518456376,0.995,0.104724420622918,0.116171151197627,0.681630293538439,0.102368620995476,0.68975,0.480965262085874,0.202666594116178,0.366219874735859,0.0207612456747405,0.041522491349481,22630.07940916,415.191483259459,6.8919686158488e-91,10
"13","Q","3","fc.Q_rm.3",0.783353313758389,0.973,0.0982183067289228,0.106855947889145,0.68352643415396,0.0943050402333487,0.641,0.46932504727534,0.191480490666085,0.345585558206136,0.0190311418685121,0.0380622837370242,22721.9059816369,507.018055736386,7.91510046599196e-111,9
"14","LQH","3","fc.LQH_rm.3",0.816710276845638,0.999,0.129575221663324,0.121039544827905,0.687946457714429,0.111672549162016,0.7785,0.239786710779948,0.222755480300357,0.362665433360671,0.0198535102895647,0.0375460735939133,22353.202106205,138.314180304453,9.15136147049749e-31,33
"15","H","3","fc.H_rm.3",0.817753901006711,0.999,0.13703257329049,0.129377480018764,0.682445055035957,0.120366917847684,0.67275,0.348976957214465,0.224509296665743,0.363564723559533,0.0146631988708796,0.0271776895833389,22352.8570491172,137.969123216641,1.08746153552233e-30,35
