"","predictor_value"
"bio6",0.408083448976902
"bio2",0.0763647086918438
"bio14",0.0630888475150307
"bio4",0.00993477798986288
"bio19",0.00377029218202229
"bio15",0.00136749128159732
"northamerica_elevation_cec_2023",0.00014741262910919
"bio13",-0.00910200606211639
"bio8",-0.0336885967301595
"bio9",-0.0591094017575376
