"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.781360947986577,0.996,0.127824097186546,0.0723579710114178,0.652654454338726,0.0666601992688475,0.6925,0.235208418216696,0.201188970432966,0.3271161909508,0.0164359861591695,0.0328719723183391,22685.466758677,497.464381375481,9.48304172493249e-109,9
"2","LQ","1","fc.LQ_rm.1",0.801188548657718,0.999,0.131148967611907,0.132120739631213,0.671019368299618,0.120724428975641,0.61725,0.406746747579703,0.237414980107433,0.444050722750385,0.0441176470588235,0.0882352941176471,22461.3694030809,273.367025779422,4.35582209637878e-60,17
"3","Q","1","fc.Q_rm.1",0.786101048657718,0.989,0.106241814670348,0.0978699639453606,0.680045482955888,0.0871739878580579,0.612,0.407395794447284,0.235788337658388,0.447308554809281,0.023356401384083,0.0467128027681661,22657.842259207,469.839881905449,9.45216956653231e-103,10
"4","LQH","1","fc.LQH_rm.1",0.835014219798658,0.996,0.101600717999068,0.0471607701732901,0.727113461313392,0.0437908481072778,0.683,0.193747258045114,0.284954926242943,0.375075011574115,0.0535478510289565,0.0710760788638044,22206.886168375,18.8837910734583,7.93236004828871e-05,79
"5","H","1","fc.H_rm.1",0.835510696308725,0.992,0.102743072752117,0.0356150732072489,0.726004085291696,0.0333399935078634,0.772,0.17819090885901,0.286770397013294,0.382294493256918,0.0448973319978146,0.058842397528397,22188.0023773015,0,0.999920676399517,73
"6","L","2","fc.L_rm.2",0.780609941275168,0.996,0.121554925311668,0.0708189206835518,0.655614470985571,0.0636784037353418,0.652,0.375037775875089,0.192848835473374,0.328314603085016,0.0129757785467128,0.0259515570934256,22700.3795251966,512.377147895124,5.47875092192855e-112,8
"7","LQ","2","fc.LQ_rm.2",0.796498531879195,0.993,0.123883603271029,0.12322241315326,0.671327732666832,0.110045356540137,0.67925,0.336620830213065,0.219240528751592,0.407836873099908,0.0614186851211073,0.122837370242215,22521.1023612154,333.099983913853,4.65825309199203e-73,14
"8","Q","2","fc.Q_rm.2",0.784457424496644,0.973,0.102469415064086,0.100061243349695,0.680276596151361,0.0878694946646844,0.646,0.398281307620631,0.21405857872335,0.397367457131978,0.0389273356401384,0.0778546712802768,22678.5112995653,490.508922263791,3.0711881053155e-107,7
"9","LQH","2","fc.LQH_rm.2",0.822908347315436,0.997,0.134933295967715,0.123165395450169,0.690331464413491,0.113395472092476,0.733,0.263819382659172,0.196699090237575,0.302691352539811,0.016393302677108,0.0306328965012473,22280.3258833866,92.3235060850857,8.95717228142151e-21,41
"10","H","2","fc.H_rm.2",0.824483515100671,0.996,0.142224167494265,0.12821057688875,0.684027713236692,0.119220834034172,0.68275,0.34153806522846,0.222408195940287,0.336596835382756,0.0198535102895647,0.0375460735939133,22286.3823817405,98.3800044389573,4.33529864588379e-22,50
"11","L","3","fc.L_rm.3",0.780321098993289,0.995,0.120316488538511,0.073800186854119,0.655817485784257,0.0660284373127962,0.6405,0.423846277165043,0.187077895521949,0.332662972276465,0.0155709342560554,0.0311418685121107,22707.8618445691,519.859467267579,1.29991977079618e-113,7
"12","LQ","3","fc.LQ_rm.3",0.791828313758389,0.992,0.115088124487242,0.114668176714509,0.674337122504954,0.100830910362512,0.66475,0.424349993126743,0.205365211182704,0.377974896090202,0.0302768166089965,0.0605536332179931,22577.2125842127,389.210206911248,3.04819655447984e-85,12
"13","Q","3","fc.Q_rm.3",0.784277558724832,0.973,0.103997324007173,0.0968069493404663,0.67755219081419,0.0853312194311589,0.63975,0.414994277068974,0.207207137736559,0.387993575000393,0.0397923875432526,0.0795847750865052,22689.8222110288,501.819833727317,1.07441781339756e-109,8
"14","LQH","3","fc.LQH_rm.3",0.817336535234899,0.995,0.125609621820383,0.129419661494769,0.692704824580292,0.117953080644309,0.78325,0.238315442218921,0.207330525856103,0.340827431480094,0.030234133126935,0.0582959114152305,22335.8122652837,147.809887982243,8.00674851885098e-33,32
"15","H","3","fc.H_rm.3",0.818492743288591,0.998,0.13581393861328,0.137307893086095,0.684567084133491,0.127187458092576,0.696,0.327427345630548,0.21917267538037,0.344824550117027,0.0371545483518485,0.0721327839487227,22343.7478427861,155.745465484641,1.5144935501298e-34,38
