"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.780008850671141,0.984,0.138228247891383,0.0633441955127677,0.641051585502182,0.0600542014594375,0.65325,0.400582388529501,0.199416018117233,0.322137618985652,0.0207612456747405,0.041522491349481,22708.4071013852,563.397053886445,4.56904757029529e-123,9
"2","LQ","1","fc.LQ_rm.1",0.800658263422819,0.999,0.130231664124036,0.124703008933235,0.671067992387489,0.114657001015368,0.572,0.472812154384099,0.241576165418143,0.441502979763641,0.041522491349481,0.0830449826989619,22483.6246791348,338.614631636065,2.95602760756145e-74,19
"3","Q","1","fc.Q_rm.1",0.784692743288591,0.978,0.112636129372927,0.0814940100899952,0.673120321119227,0.0739266623025102,0.58425,0.507754123567697,0.23216405584107,0.429139863000994,0.0389273356401384,0.0778546712802768,22686.9415739034,541.931526404649,2.09414017189923e-118,12
"4","LQH","1","fc.LQH_rm.1",0.838669253355705,0.999,0.108744647843847,0.0458479577780282,0.72256368991651,0.0421736784023114,0.578,0.39739401102684,0.307104807867419,0.387791601383289,0.0293263977417592,0.0368217711246637,22162.8345221694,17.824474670615,0.000134711910465562,79
"5","H","1","fc.H_rm.1",0.839167407718121,0.999,0.108360106444674,0.0356428886217319,0.723014339167483,0.0321856727869814,0.6365,0.382544768621922,0.326306683664178,0.424251191152628,0.0362468129666727,0.0466087161929896,22145.0100474988,0,0.999865288089534,73
"6","L","2","fc.L_rm.2",0.779193666107382,0.985,0.119364957852622,0.0688218277374388,0.656110341448965,0.0609248629646774,0.642,0.492970587357907,0.1860235202152,0.321098412289011,0.0103806228373702,0.0207612456747405,22718.3610102792,573.350962780463,3.15037191158854e-125,6
"7","LQ","2","fc.LQ_rm.2",0.794742659395973,0.992,0.122341841892187,0.114142478257303,0.671935847414132,0.102545424957592,0.60275,0.435405079590642,0.231973855907591,0.415665503899365,0.0527681660899654,0.105536332179931,22544.5844394646,399.574391965813,1.71184611330417e-87,14
"8","Q","2","fc.Q_rm.2",0.783517323825503,0.98,0.09471544916189,0.0890357721415707,0.687282210351416,0.0786892784089814,0.64375,0.424345280009884,0.199326570641792,0.365667138134816,0.0371545483518485,0.0721327839487227,22699.3867737596,554.376726260838,4.15494171642951e-121,9
"9","LQH","2","fc.LQH_rm.2",0.826839639261745,0.999,0.141376412096721,0.121145795695671,0.686812604753681,0.113484953442519,0.65825,0.364474393247774,0.243335763961906,0.394128417806421,0.0094728874521945,0.0168244061066228,22261.092638196,116.08259069725,6.20764966360681e-26,48
"10","H","2","fc.H_rm.2",0.827964387583893,0.999,0.144309292732672,0.123128876328368,0.684988016988755,0.115795020166993,0.63075,0.352724042276678,0.25088697606222,0.392184585691699,0.0120680431615371,0.0219978270140829,22252.1168909558,107.106843457062,5.52059576187391e-24,48
"11","L","3","fc.L_rm.3",0.778679236577181,0.985,0.117258403628484,0.0737276835525882,0.657534841706478,0.0653757834454546,0.6395,0.511689033170212,0.188601076613811,0.32316941326518,0.0103806228373702,0.0207612456747405,22736.7939224939,591.783874995166,3.13116386617374e-129,9
"12","LQ","3","fc.LQ_rm.3",0.790766820469799,0.993,0.109829395527252,0.107059659694721,0.678250030085249,0.0940880421847678,0.5755,0.54491864836261,0.219863129263992,0.391477084679764,0.0640138408304498,0.1280276816609,22598.4223096532,453.412262154394,3.48915088864052e-99,12
"13","Q","3","fc.Q_rm.3",0.783079739932886,0.981,0.0966307011278365,0.0888652795771239,0.68451145071965,0.0788659053817645,0.62825,0.456304266179195,0.195935337267457,0.363208278824007,0.0397923875432526,0.0795847750865052,22705.1032780723,560.093230573566,2.38364621276703e-122,8
"14","LQH","3","fc.LQH_rm.3",0.819826719798658,0.998,0.130996453030843,0.12155693104295,0.689466717696258,0.11146313516138,0.68775,0.33363790252308,0.231500934270796,0.38692841878155,0.00860783554908031,0.0151025084029626,22333.151847527,188.141800028181,1.39787619003137e-41,40
"15","H","3","fc.H_rm.3",0.822207927852349,0.999,0.138415557167054,0.129011703675603,0.684193127981188,0.120112182498581,0.60625,0.402204239162145,0.245114829526065,0.393883057739501,0.0103379393553087,0.0185478311395222,22309.9143017162,164.904254217396,1.55395224034258e-36,36
