"","best$betas"
"bio1",0.154913664881707
"bio10",0.415159268569923
"bio12",0.00429913920370653
"bio15",-0.0271211613589444
"bio16",-0.00869813688550348
"bio19",0.0154850400152714
"bio3",0.12358641384197
"bio7",-0.0765572346295803
"bio8",0.0074900517289215
"bio9",0.0107204630287456
"northamerica_elevation_cec_2023",0.00091725092922443
