"","predictor_value"
"bio10",0.211430965689769
"bio6",0.171423948531964
"bio8",0.0941562560006657
"bio17",0.0683294478568408
"bio19",0.0237440585122888
"bio15",0.00180283275143202
"bio5",0.00171742450146352
"northamerica_elevation_cec_2023",0.000193861292167791
"bio16",-0.00191432516797142
"bio18",-0.0062250419172484
"bio3",-0.0368038681457187
