x,y,species cloglog values
714.0,714.0,5.725855E-4
715.0,715.0,0.530522
716.0,716.0,0.06095563
717.0,717.0,0.059556052
718.0,718.0,9.05116E-4
719.0,719.0,0.16220862
720.0,720.0,0.39863575
721.0,721.0,7.3266967E-4
722.0,722.0,0.0057416153
723.0,723.0,2.7934957E-5
724.0,724.0,0.5766254
725.0,725.0,3.6190826E-4
726.0,726.0,4.0105107E-4
727.0,727.0,0.0018255196
728.0,728.0,0.0038067526
729.0,729.0,0.05048361
730.0,730.0,0.25801614
731.0,731.0,0.02393928
732.0,732.0,4.2809735E-4
733.0,733.0,4.1048832E-5
734.0,734.0,0.79335225
735.0,735.0,0.019628668
736.0,736.0,3.337732E-4
737.0,737.0,0.6107413
738.0,738.0,5.0545146E-4
739.0,739.0,0.4483399
740.0,740.0,3.7995397E-4
741.0,741.0,0.8322249
742.0,742.0,0.2498898
743.0,743.0,0.48513505
744.0,744.0,0.0019940957
745.0,745.0,3.394489E-4
746.0,746.0,0.035716966
747.0,747.0,0.0016207194
748.0,748.0,0.09661918
749.0,749.0,2.2270813E-4
750.0,750.0,0.19767348
751.0,751.0,0.77611774
752.0,752.0,0.4851973
753.0,753.0,1.5721222E-5
754.0,754.0,0.06094936
755.0,755.0,0.82157815
756.0,756.0,0.2450318
757.0,757.0,0.001508846
758.0,758.0,0.024785494
759.0,759.0,0.3481894
760.0,760.0,0.056444604
761.0,761.0,0.08057223
762.0,762.0,0.013109444
763.0,763.0,5.1238738E-5
764.0,764.0,0.033699803
765.0,765.0,0.3198849
766.0,766.0,0.0044087297
767.0,767.0,0.08330964
768.0,768.0,0.08725746
769.0,769.0,5.669248E-4
770.0,770.0,0.004361053
771.0,771.0,0.036514167
772.0,772.0,0.031962074
773.0,773.0,0.71456534
774.0,774.0,0.0026578396
775.0,775.0,0.27842152
776.0,776.0,4.156232E-4
777.0,777.0,0.2459313
778.0,778.0,0.015290035
779.0,779.0,0.0095171025
780.0,780.0,0.018629719
781.0,781.0,0.40170625
782.0,782.0,4.4179955E-4
783.0,783.0,1.6277216E-4
784.0,784.0,1.0658876E-4
785.0,785.0,0.03619492
786.0,786.0,2.670553E-4
787.0,787.0,0.08555619
788.0,788.0,0.001691814
789.0,789.0,1.3145014E-4
790.0,790.0,2.2544037E-4
791.0,791.0,0.12554428
792.0,792.0,0.0074377023
793.0,793.0,1.4148971E-4
794.0,794.0,8.192814E-4
795.0,795.0,0.18359205
796.0,796.0,0.07070102
797.0,797.0,0.0096315555
798.0,798.0,8.5816893E-4
799.0,799.0,0.63217556
800.0,800.0,0.030102778
801.0,801.0,2.5253088E-4
802.0,802.0,0.0042166472
803.0,803.0,0.023298018
804.0,804.0,0.01404954
805.0,805.0,0.1306477
806.0,806.0,0.41980734
807.0,807.0,0.013566052
808.0,808.0,0.03518454
809.0,809.0,0.02244724
810.0,810.0,0.1401863
811.0,811.0,0.4500236
812.0,812.0,0.7578757
813.0,813.0,4.6460627E-4
814.0,814.0,0.41409913
815.0,815.0,0.041088223
816.0,816.0,0.7094066
817.0,817.0,0.081526615
818.0,818.0,0.00163308
819.0,819.0,0.12845154
820.0,820.0,0.034375593
821.0,821.0,0.050980844
822.0,822.0,0.76316446
823.0,823.0,1.3904E-4
824.0,824.0,0.12552235
825.0,825.0,0.017426446
826.0,826.0,0.09393438
827.0,827.0,0.0298095
828.0,828.0,0.045819532
829.0,829.0,0.08949698
830.0,830.0,0.010874826
831.0,831.0,0.014152987
832.0,832.0,0.13215935
833.0,833.0,0.033354595
834.0,834.0,0.15799369
835.0,835.0,0.063170224
836.0,836.0,6.0919975E-4
837.0,837.0,0.07441008
838.0,838.0,0.23458962
839.0,839.0,0.09250042
840.0,840.0,0.010079134
841.0,841.0,4.9577517E-5
842.0,842.0,0.060045686
843.0,843.0,0.42275593
844.0,844.0,0.18235587
845.0,845.0,1.6398755E-5
846.0,846.0,0.0050240494
847.0,847.0,0.0074651716
848.0,848.0,0.13850532
849.0,849.0,0.41596544
850.0,850.0,5.9681897E-5
851.0,851.0,2.2729955E-4
852.0,852.0,0.38838324
853.0,853.0,0.016859818
854.0,854.0,2.8128154E-4
855.0,855.0,0.027330678
856.0,856.0,0.023247093
857.0,857.0,0.0105809625
858.0,858.0,0.040051382
859.0,859.0,6.2055315E-4
860.0,860.0,0.22143611
861.0,861.0,0.75973487
862.0,862.0,8.5419844E-5
863.0,863.0,0.40383855
864.0,864.0,0.0783478
865.0,865.0,0.056923088
866.0,866.0,0.6371045
867.0,867.0,0.036608778
868.0,868.0,5.9270055E-4
869.0,869.0,0.024400404
870.0,870.0,0.022509629
871.0,871.0,0.5690579
872.0,872.0,0.3009739
873.0,873.0,0.10555971
874.0,874.0,0.12766874
875.0,875.0,8.674485E-4
876.0,876.0,0.063321106
877.0,877.0,0.90878916
878.0,878.0,5.725304E-5
879.0,879.0,0.8082185
880.0,880.0,0.123295166
881.0,881.0,0.060896926
882.0,882.0,0.07333839
883.0,883.0,0.0012369439
884.0,884.0,4.193486E-5
885.0,885.0,0.022094881
886.0,886.0,0.3670337
887.0,887.0,4.4265405E-5
888.0,888.0,0.035217013
889.0,889.0,0.0016323411
890.0,890.0,0.8680724
891.0,891.0,9.605774E-5
892.0,892.0,2.3371274E-5
893.0,893.0,0.040132288
894.0,894.0,0.006693075
895.0,895.0,0.080546506
896.0,896.0,0.11709172
897.0,897.0,0.0031090614
898.0,898.0,0.024993613
899.0,899.0,1.055737E-4
900.0,900.0,0.012215899
901.0,901.0,0.47461683
902.0,902.0,0.0011541062
903.0,903.0,0.25606227
904.0,904.0,0.57475454
905.0,905.0,3.3859083E-5
906.0,906.0,0.057241295
907.0,907.0,0.0129706105
908.0,908.0,0.0091993585
909.0,909.0,0.032307852
910.0,910.0,0.029109854
911.0,911.0,0.013212311
912.0,912.0,0.09163695
913.0,913.0,0.030637098
914.0,914.0,0.4025329
915.0,915.0,0.7699638
916.0,916.0,4.7242918E-4
917.0,917.0,0.17302702
918.0,918.0,0.14054878
919.0,919.0,0.6010975
920.0,920.0,0.03199414
921.0,921.0,0.0013418287
922.0,922.0,0.114966676
923.0,923.0,1.5913777E-4
924.0,924.0,0.31079423
925.0,925.0,0.054524608
926.0,926.0,0.023273814
927.0,927.0,0.007891707
928.0,928.0,0.018102631
929.0,929.0,0.003954111
930.0,930.0,0.017938713
931.0,931.0,0.04448204
932.0,932.0,0.021739814
933.0,933.0,0.09586165
934.0,934.0,0.005881028
935.0,935.0,0.030940035
936.0,936.0,0.02339734
937.0,937.0,0.0030685377
938.0,938.0,0.3863584
939.0,939.0,0.4028681
940.0,940.0,0.8096546
941.0,941.0,9.762648E-5
942.0,942.0,0.012746475
943.0,943.0,0.031234281
944.0,944.0,0.0013500284
945.0,945.0,0.0015625039
946.0,946.0,0.0076802876
947.0,947.0,0.21404906
948.0,948.0,0.2104017
949.0,949.0,0.7950855
950.0,950.0,0.27174035
