"","best$betas"
"bio10",0.383880900927736
"bio12",0.00479252954175538
"bio14",-0.0152363450526706
"bio16",-0.0126476645933983
"bio18",0.00320306657959562
"bio19",0.00694262988533285
"bio3",0.0248888608434372
"bio7",-0.0713557527319482
"bio8",-0.00498630285509906
"bio9",0.00575905980017499
