Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.08303E-12,0.000000001,0.000000007,0.999568594,0,0
1.72374E-12,0.000000003,0.000000011,0.999209088,0,0
3.75388E-12,0.00000001,0.000000025,0.998202473,0,0
5.83878E-12,0.000000026,0.000000039,0.997052056,0,0
1.46032E-11,0.000000101,0.000000097,0.994355766,0,0
3.02325E-11,0.000000251,0.000000201,0.991839229,0,0
9.94432E-11,0.000001003,0.00000066,0.987453264,0,0
1.95766E-10,0.000002512,0.0000013,0.983714409,0,0
4.20576E-10,0.000010032,0.000002792,0.974870578,0,0
7.4543E-10,0.000025025,0.000004949,0.965595341,0,0
1.08779E-9,0.000050074,0.000007222,0.955780846,0,0
1.66122E-9,0.000100157,0.000011029,0.942443198,0,0
3.48659E-9,0.000250049,0.000023148,0.92026172,0,0
6.19141E-9,0.000500167,0.000041105,0.901136037,0,0
1.11977E-8,0.001000831,0.000074341,0.879997124,0,0
2.65296E-8,0.002502492,0.00017612,0.850409836,0,0
5.00277E-8,0.005003787,0.00033209,0.826574633,0.000266383,0
8.51191E-8,0.01000072,0.000564965,0.799827437,0.000266383,0
2.00873E-7,0.025002419,0.001332751,0.758196721,0.00213106,0
4.0291E-7,0.050020097,0.002671433,0.727890423,0.003462973,0
6.74417E-7,0.100012826,0.004467593,0.694276675,0.003995738,0
1.11359E-6,0.200057431,0.007366133,0.653652574,0.004528503,0
1.47976E-6,0.300054042,0.009776376,0.625970664,0.005594033,0
1.8075E-6,0.400114209,0.011928674,0.603968939,0.007192328,0
2.17987E-6,0.500121761,0.014368426,0.58581392,0.007192328,0
2.5294E-6,0.600185537,0.016653029,0.570498993,0.007458711,0
2.83742E-6,0.700264053,0.018661925,0.557089445,0.007725093,0
3.01489E-6,0.75010106,0.019817497,0.550977854,0.007725093,0
3.1767E-6,0.80018105,0.020869976,0.545153868,0.007991476,0
3.49739E-6,0.900324673,0.022952459,0.534332758,0.008257858,0
3.8345E-6,1.000174269,0.025136766,0.524518263,0.009856153,0
4.1854E-6,1.100134518,0.02740528,0.51556658,0.009856153,0
4.51222E-6,1.200413823,0.029513376,0.507297958,0.010655301,0
4.84357E-6,1.300076657,0.031645971,0.499640495,0.011188066,0
5.13923E-6,1.400414676,0.033544929,0.492414438,0.011720831,0
5.39857E-6,1.500064268,0.035207587,0.485619787,0.011987214,0
6.03815E-6,1.750160862,0.039295691,0.469873454,0.013319126,0
6.5926E-6,2.000180772,0.042825682,0.455601093,0.015450186,0
7.22416E-6,2.250133678,0.046830767,0.442587,0.018913159,0
7.83322E-6,2.500556834,0.050677267,0.430651424,0.02210975,0
8.46004E-6,2.750029925,0.054619758,0.419650561,0.023708045,0
9.08435E-6,3.000719639,0.058530202,0.409368709,0.02530634,0
9.6503E-6,3.250503534,0.06206113,0.399769917,0.026105487,0
1.02731E-5,3.500843589,0.065931471,0.390746333,0.0274374,0
1.08604E-5,3.751036475,0.069566482,0.382226057,0.028236548,0
1.14115E-5,4.000791383,0.072964407,0.374173138,0.029834843,0
1.19274E-5,4.250786893,0.076134682,0.366479724,0.030900373,0
1.24503E-5,4.500600548,0.079335965,0.359109865,0.032765051,0
1.29275E-5,4.750658859,0.082248425,0.35202761,0.036228023,0
1.34737E-5,5.000078907,0.085570714,0.345232959,0.038891849,0
1.39947E-5,5.250145304,0.088727797,0.338689963,0.041289291,0
1.45072E-5,5.500931022,0.091823564,0.332362669,0.042088439,0
1.50446E-5,5.750584032,0.095057817,0.326287029,0.044219499,0
1.55058E-5,6.001036031,0.097824654,0.320391142,0.046350559,0
1.60695E-5,6.250307669,0.101194636,0.314710958,0.049014385,0
1.66191E-5,6.500516588,0.104468601,0.309210526,0.05061268,0
1.70847E-5,6.751517945,0.107232473,0.303853897,0.052477357,0
1.76357E-5,7.001554164,0.110492476,0.29867702,0.054075653,0
1.81496E-5,7.250136524,0.113522178,0.293679896,0.055673948,0
1.87107E-5,7.50087938,0.116818264,0.288790624,0.057805008,0
1.91779E-5,7.751023396,0.119553853,0.284045154,0.059136921,0
1.96093E-5,8.001122164,0.122071889,0.279407535,0.060468833,0
2.00197E-5,8.251058669,0.124460735,0.274877768,0.062067128,0
2.05408E-5,8.500596737,0.127484633,0.270455853,0.063399041,0
2.09757E-5,8.751626379,0.130000365,0.266105838,0.064730954,0
2.14325E-5,9.001859395,0.132634924,0.261863676,0.066329249,0
2.18174E-5,9.250519875,0.134848239,0.257729364,0.068460309,0
2.22819E-5,9.502018709,0.137512473,0.253631004,0.070324987,0
2.28035E-5,9.752083014,0.140494144,0.249640495,0.074054342,0
2.32717E-5,10.000867147,0.14316142,0.245757837,0.075386255,0
2.38266E-5,10.250426687,0.146312274,0.241947081,0.077250932,0
2.4394E-5,10.501162781,0.149522599,0.238208225,0.08018114,0
2.49772E-5,10.750440238,0.15280886,0.234577222,0.080447523,0
2.55711E-5,11.000910697,0.156142827,0.231018119,0.080980288,0
2.61348E-5,11.251463819,0.159295449,0.227530917,0.082045818,0
2.65728E-5,11.501973435,0.161736427,0.224115617,0.087107086,0
2.71468E-5,11.751747025,0.164924788,0.220772217,0.088438998,0
2.78107E-5,12.001890527,0.168597419,0.217500719,0.090570059,0
2.83289E-5,12.251960268,0.171453107,0.214301122,0.092967501,0
2.90048E-5,12.50140887,0.175162629,0.211173425,0.093500266,0
2.96316E-5,12.750634155,0.178588117,0.20811763,0.096164092,0
3.04034E-5,13.000054333,0.182786412,0.205133736,0.096430474,0
3.10224E-5,13.251997067,0.186138335,0.202185792,0.096430474,0
3.17076E-5,13.500022207,0.189832138,0.1993457,0.098295152,0
3.23613E-5,13.752861162,0.193340808,0.196505608,0.099360682,0
3.30079E-5,14.001357847,0.196796384,0.193773368,0.102024507,0
3.38165E-5,14.2517645,0.201096429,0.191077078,0.102557272,0
3.45413E-5,14.501317981,0.204931825,0.188452689,0.104688332,0
3.53634E-5,14.752901248,0.209259683,0.185864251,0.10761854,0
3.60568E-5,15.002997923,0.2128915,0.183347714,0.108950453,0
3.70475E-5,15.251540957,0.218051738,0.180903077,0.110815131,0
3.79983E-5,15.502856928,0.222972262,0.178494392,0.112413426,0
3.88951E-5,15.752851842,0.227585041,0.176157607,0.117208311,0
3.97211E-5,16.000839903,0.231809235,0.173892724,0.117741076,0
4.06523E-5,16.250005227,0.236543705,0.171663791,0.119872136,0
4.17165E-5,16.501576595,0.241919152,0.169470808,0.123601492,0
4.25333E-5,16.75420027,0.246018958,0.167313776,0.125199787,0
4.3461E-5,17.003319232,0.250648833,0.165228645,0.125998934,0
4.46182E-5,17.250044923,0.256383731,0.163215416,0.12866276,0
4.54204E-5,17.502303695,0.260333494,0.161202186,0.128929142,0
4.6314E-5,17.759209515,0.264708903,0.159188956,0.134523175,0
4.70233E-5,18.001797436,0.268163631,0.157319528,0.13505594,0
4.788E-5,18.253511391,0.272314248,0.15541415,0.138252531,0
4.87914E-5,18.504720266,0.276704092,0.153544722,0.138785296,0
4.95439E-5,18.75060775,0.280308718,0.151747196,0.143313799,0
5.05356E-5,19.000789675,0.285031763,0.149949669,0.146510389,0
5.14879E-5,19.250629213,0.28953785,0.148188093,0.149706979,0
5.24302E-5,19.500069837,0.293968639,0.146462468,0.150506127,0
5.33973E-5,19.754391647,0.298487489,0.144736842,0.154235482,0
5.40339E-5,20.00131199,0.301446089,0.143083118,0.158763985,0
5.47246E-5,20.25151212,0.304642404,0.141429393,0.160895045,0
5.55251E-5,20.505313764,0.308328022,0.139775669,0.160895045,0
5.63654E-5,20.751436448,0.312176139,0.138193845,0.165157166,0
5.75917E-5,21.002328496,0.317753299,0.136612022,0.165689931,0
5.87451E-5,21.252709173,0.322958081,0.135066149,0.167288226,0
5.97492E-5,21.501729089,0.327456175,0.133556227,0.170218434,0
6.04715E-5,21.754403336,0.330673601,0.132046304,0.172083111,0
6.15556E-5,22.004954567,0.335474163,0.130572332,0.172615876,0
6.27353E-5,22.253732388,0.340658557,0.129134311,0.175013319,0
6.36098E-5,22.500315876,0.344475451,0.12773224,0.177677144,0
6.47812E-5,22.751114915,0.349553985,0.12633017,0.178476292,0
6.63614E-5,23.000269773,0.356342047,0.124964049,0.183271177,0
6.72818E-5,23.274319343,0.360263503,0.123490078,0.187533298,0
6.80799E-5,23.504379696,0.363644127,0.12226776,0.189131593,0
6.90153E-5,23.751222511,0.367584107,0.12097354,0.190463506,0
7.06303E-5,24.002925108,0.374328943,0.119679321,0.196323921,0
7.12805E-5,24.251304985,0.377023828,0.118421053,0.199786894,0
7.26352E-5,24.502931606,0.382601834,0.117162784,0.202184337,0
7.35276E-5,24.751422551,0.38624925,0.115940466,0.205380927,0
7.48918E-5,25.003391866,0.391782693,0.114718148,0.209643047,0
7.59622E-5,25.252604133,0.396090017,0.11353178,0.213372403,0
7.68758E-5,25.504755383,0.399741746,0.112345413,0.21523708,0
7.80162E-5,25.752754134,0.404269553,0.111194996,0.219499201,0
7.93214E-5,26.004630849,0.409409483,0.110044579,0.222962174,0
8.02872E-5,26.372609727,0.413184355,0.108354904,0.224560469,0
8.08242E-5,26.501512359,0.415272675,0.107815646,0.23201918,0
8.23085E-5,26.779498821,0.421006557,0.106593328,0.237613213,0
8.34475E-5,27.003467511,0.425368586,0.105622663,0.240010655,0
8.45307E-5,27.255457885,0.429486198,0.104544147,0.24160895,0
8.63833E-5,27.502994162,0.436460523,0.103501582,0.245071923,0
8.75101E-5,27.755150522,0.440660555,0.102459016,0.247202983,0
8.9053E-5,28.002300126,0.446360982,0.101452401,0.250399574,0
9.03601E-5,28.253450802,0.451145028,0.100445787,0.251731486,0
9.16137E-5,28.508205785,0.45569414,0.099439172,0.254661694,0
9.23074E-5,28.756497459,0.458195144,0.098468507,0.257591902,0
9.36089E-5,29.007328362,0.462856632,0.097497843,0.257591902,0
9.49043E-5,29.2523083,0.467456683,0.096563129,0.263185935,0
9.60231E-5,29.500613632,0.471397611,0.095628415,0.267181673,0
9.66E-5,29.751088382,0.473418488,0.094693701,0.270911028,0
9.79265E-5,30.004295084,0.478035428,0.093758988,0.273308471,0
9.91892E-5,30.250516057,0.482392972,0.092860224,0.274374001,0
1.00818E-4,30.500450798,0.487959592,0.091961461,0.277304209,0
1.02591E-4,30.755098743,0.493951046,0.091062698,0.278902504,0
1.03759E-4,31.002585833,0.49786257,0.090199885,0.281299947,0
1.05169E-4,31.253477018,0.50253913,0.089337072,0.282898242,0
1.06246E-4,31.506987754,0.50608437,0.088474259,0.283164624,0
1.07733E-4,31.752947506,0.510937917,0.087647397,0.283431007,0
1.08931E-4,32.002279674,0.514811559,0.086820535,0.286361215,0
1.11161E-4,32.255342332,0.521942293,0.085993673,0.286627597,0
1.12715E-4,32.50153166,0.526847377,0.085202761,0.28795951,0
1.14117E-4,32.750926414,0.531232074,0.084411849,0.289291422,0
1.14315E-4,33.048108164,0.531849514,0.083441185,0.289291422,0
1.16036E-4,33.255512611,0.537165656,0.082830026,0.295684603,0
1.17851E-4,33.525141055,0.542709288,0.081967213,0.296483751,0
1.19025E-4,33.761848158,0.546262039,0.081284153,0.298614811,0
1.20412E-4,34.001277385,0.550419788,0.080565142,0.299147576,0
1.22326E-4,34.256510342,0.556098086,0.079810181,0.300745871,0
1.24113E-4,34.502845309,0.561333373,0.079091171,0.302077784,0
1.25201E-4,34.752276203,0.564489209,0.07837216,0.304208844,0
1.26702E-4,35.004727209,0.568809614,0.077653149,0.306073522,0
1.27871E-4,35.259417028,0.572141532,0.076898188,0.308204582,0
1.29865E-4,35.504307602,0.577768324,0.076251079,0.310069259,0
1.32055E-4,35.753053263,0.583864708,0.075568018,0.310868407,0
1.33528E-4,36.005390154,0.587913289,0.074884958,0.313532232,0
1.35081E-4,36.260493915,0.59214024,0.074201898,0.315663292,0
1.36617E-4,36.504798139,0.596279709,0.073554789,0.316196058,0
1.38163E-4,36.752298139,0.600401024,0.072907679,0.3185935,0
1.39324E-4,37.002088839,0.603470096,0.072224619,0.320458178,0
1.42012E-4,37.326938789,0.610483897,0.071433707,0.324187533,0
1.43323E-4,37.512169332,0.613858014,0.07096635,0.325519446,0
1.45847E-4,37.757764317,0.620275984,0.070355191,0.326851359,0
1.47504E-4,38.007227054,0.62443118,0.069744032,0.327916889,0
1.51338E-4,38.261002114,0.633870818,0.069132873,0.329515184,0
1.53311E-4,38.505022276,0.638635685,0.068557665,0.331646244,0
1.54178E-4,38.750771566,0.640709611,0.067982456,0.333777304,0
1.57157E-4,39.015352015,0.647745891,0.067371297,0.334842834,0
1.59432E-4,39.253616731,0.653025898,0.066796089,0.335908364,0
1.61286E-4,39.510718724,0.657270778,0.066256831,0.340170485,0
1.63178E-4,39.754160296,0.661549148,0.065717573,0.343100693,0
1.66221E-4,40.00148779,0.668317773,0.065178315,0.344166223,0
1.70467E-4,40.254168366,0.677538261,0.064639057,0.34496537,0
1.73077E-4,40.512082092,0.683077986,0.064099799,0.348428343,0
1.77517E-4,40.758377881,0.692283987,0.063596491,0.350026638,0
1.79653E-4,41.116507591,0.696616654,0.06284153,0.352157698,0
1.82593E-4,41.26113211,0.702480373,0.062589876,0.356419819,0
1.8673E-4,41.502266998,0.710541168,0.062122519,0.359083644,0
1.89207E-4,41.765545324,0.715262785,0.061583261,0.362013852,0
1.94267E-4,42.014432825,0.724669047,0.061151855,0.36707512,0
1.99476E-4,42.250276401,0.734028405,0.060720449,0.378263186,0
2.00865E-4,42.510741762,0.736469852,0.060253092,0.380127864,0
2.05285E-4,42.754233646,0.74409057,0.059821685,0.383590836,0
2.06587E-4,43.125361826,0.746292986,0.059174576,0.388119339,0
2.08807E-4,43.250068288,0.750006083,0.058958873,0.388918487,0
2.1175E-4,43.502922928,0.754842426,0.058527466,0.391582312,0
2.14193E-4,43.822927609,0.758787514,0.057988208,0.394778903,0
2.16792E-4,44.017083498,0.762913363,0.057664653,0.400372936,0
2.20276E-4,44.740912992,0.768335389,0.056478286,0.407298881,0
2.21057E-4,44.763018664,0.769532327,0.056442335,0.407298881,0
2.22252E-4,45.006758779,0.771353904,0.056046879,0.411561002,0
2.24577E-4,45.25250701,0.774855684,0.055651424,0.413692062,0
2.25902E-4,46.04282905,0.776828644,0.054357204,0.413692062,0
2.28026E-4,46.566392523,0.779953575,0.053530342,0.422216303,0
2.31461E-4,46.750884301,0.784914738,0.053278689,0.427011188,0
2.35318E-4,47.008091974,0.790352139,0.052847282,0.429408631,0
2.41195E-4,47.319201522,0.798374639,0.052415876,0.432072456,0
2.43492E-4,47.513430216,0.801427101,0.052128271,0.436068194,0
2.46389E-4,47.80764882,0.805209688,0.051696865,0.438465637,0
2.51302E-4,48.007710626,0.811461185,0.051409261,0.439797549,0
2.55257E-4,48.261379884,0.81634674,0.051049756,0.440596697,0
2.5753E-4,48.569198312,0.819098051,0.050618349,0.44299414,0
2.59705E-4,48.750354791,0.821691304,0.050366695,0.44405967,0
2.63209E-4,49.091402977,0.825791449,0.049899339,0.445391582,0
2.65512E-4,49.250299491,0.828435564,0.049683635,0.454714971,0
2.65512E-4,49.887529439,0.828435564,0.048784872,0.454714971,0
2.67982E-4,50.021222491,0.831225385,0.04864107,0.464304742,0
2.68231E-4,50.262492011,0.831504676,0.048317515,0.466968567,0
2.70441E-4,50.505348842,0.833958355,0.04799396,0.468300479,0
2.73658E-4,50.750601485,0.837467399,0.047670406,0.47043154,0
2.75566E-4,51.27370894,0.839512851,0.046951395,0.471230687,0
2.79029E-4,51.552317469,0.843160614,0.04662784,0.475492808,0
2.79071E-4,51.859253138,0.843204233,0.046232384,0.478423015,0
2.80297E-4,52.279425922,0.844476287,0.045693126,0.481885988,0
2.82686E-4,52.504779026,0.846923044,0.045405522,0.486680874,0
2.83596E-4,53.977293266,0.847844826,0.043536094,0.500266383,0
2.8386E-4,54.005679247,0.848111464,0.043500144,0.502930208,0
2.85194E-4,54.318612639,0.849450998,0.043104688,0.506393181,0
2.86396E-4,54.518528438,0.85064732,0.042853034,0.508524241,0
2.86884E-4,55.235608232,0.851130885,0.041954271,0.516249334,0
2.8702E-4,55.264310182,0.851264588,0.04191832,0.516249334,0
2.8855E-4,55.86962085,0.852768165,0.041163359,0.521310602,0
2.89717E-4,56.014238759,0.853904743,0.040983607,0.522642515,0
2.92946E-4,56.276387036,0.857003754,0.040660052,0.526105487,0
2.94445E-4,56.511592043,0.858419559,0.040372448,0.529035695,0
2.98948E-4,56.778700951,0.862589892,0.040048893,0.533297816,0
2.99161E-4,57.017880982,0.862783674,0.039761288,0.535428876,0
3.00654E-4,57.588302473,0.864137415,0.039078228,0.544752264,0
