x,y,species cloglog values
715.0,715.0,0.09548456
716.0,716.0,2.3587947E-4
717.0,717.0,0.3910901
718.0,718.0,0.24821499
719.0,719.0,0.038973372
720.0,720.0,0.12735434
721.0,721.0,0.19084464
722.0,722.0,0.71192557
723.0,723.0,0.0016062052
724.0,724.0,0.3751975
725.0,725.0,0.001913586
726.0,726.0,2.3164755E-9
727.0,727.0,2.4167905E-6
728.0,728.0,0.020190995
729.0,729.0,0.3934865
730.0,730.0,0.2960635
731.0,731.0,0.012259001
732.0,732.0,0.009122633
733.0,733.0,0.22015418
734.0,734.0,0.004716677
735.0,735.0,0.113769725
736.0,736.0,0.06373396
737.0,737.0,0.14331222
738.0,738.0,3.819569E-4
739.0,739.0,0.415292
740.0,740.0,0.010287254
741.0,741.0,2.7890486E-4
742.0,742.0,0.062049907
743.0,743.0,0.24461466
744.0,744.0,0.014847615
745.0,745.0,0.055570323
746.0,746.0,0.14329433
747.0,747.0,1.3726275E-7
748.0,748.0,4.2811513E-5
749.0,749.0,0.008559035
750.0,750.0,0.3713692
751.0,751.0,0.0060214144
752.0,752.0,0.028372673
753.0,753.0,0.03295027
754.0,754.0,0.091992475
755.0,755.0,1.3266969E-6
756.0,756.0,0.7046535
757.0,757.0,0.0019541024
758.0,758.0,0.0014749997
759.0,759.0,0.633881
760.0,760.0,0.03960989
761.0,761.0,0.4855754
762.0,762.0,0.0062172357
763.0,763.0,0.017208047
764.0,764.0,3.1877806E-7
765.0,765.0,0.026475657
766.0,766.0,1.4627678E-5
767.0,767.0,0.010276308
768.0,768.0,0.32848826
769.0,769.0,0.0069143865
770.0,770.0,1.5738655E-6
771.0,771.0,7.3937765E-5
772.0,772.0,0.12342912
773.0,773.0,0.0026272675
774.0,774.0,0.3544983
775.0,775.0,0.025035677
776.0,776.0,0.52118623
777.0,777.0,0.059435148
778.0,778.0,0.009369374
779.0,779.0,0.046245713
780.0,780.0,0.19102103
781.0,781.0,0.03687612
782.0,782.0,0.3218843
783.0,783.0,0.09668776
784.0,784.0,0.0659315
785.0,785.0,0.006326894
786.0,786.0,5.3823696E-6
787.0,787.0,0.0027845122
788.0,788.0,0.417808
789.0,789.0,0.38303393
790.0,790.0,0.04771425
791.0,791.0,7.179587E-4
792.0,792.0,0.064913586
793.0,793.0,0.08864083
794.0,794.0,0.01168657
795.0,795.0,0.08610912
796.0,796.0,0.12915054
797.0,797.0,0.041366816
798.0,798.0,0.07451874
799.0,799.0,5.9505523E-4
800.0,800.0,5.356318E-7
801.0,801.0,0.040202446
802.0,802.0,0.0017788353
803.0,803.0,0.04214471
804.0,804.0,0.018829962
805.0,805.0,0.018887483
806.0,806.0,0.08804992
807.0,807.0,0.0334866
808.0,808.0,0.0011503167
809.0,809.0,0.13735323
810.0,810.0,0.5528819
811.0,811.0,0.25658628
812.0,812.0,9.042264E-4
813.0,813.0,2.0429555E-4
814.0,814.0,2.6801194E-4
815.0,815.0,9.7143784E-4
816.0,816.0,3.3433382E-6
817.0,817.0,0.07755673
818.0,818.0,0.23867658
819.0,819.0,1.8403897E-7
820.0,820.0,0.17814954
821.0,821.0,0.021366853
822.0,822.0,0.42894098
823.0,823.0,0.03449149
824.0,824.0,0.15226345
825.0,825.0,0.021551117
826.0,826.0,0.11612237
827.0,827.0,0.0018435973
828.0,828.0,1.1834547E-6
829.0,829.0,0.14652999
830.0,830.0,8.069886E-6
831.0,831.0,0.33658063
832.0,832.0,0.0125647
833.0,833.0,0.3037829
834.0,834.0,3.819906E-4
835.0,835.0,1.7479081E-6
836.0,836.0,0.17413434
837.0,837.0,0.0010324084
838.0,838.0,0.004707913
839.0,839.0,0.38952553
840.0,840.0,0.62240094
841.0,841.0,0.1391535
842.0,842.0,2.5119603E-4
843.0,843.0,0.030089762
844.0,844.0,0.5925697
845.0,845.0,0.7809493
846.0,846.0,2.0646756E-4
847.0,847.0,0.29237092
848.0,848.0,1.7582363E-4
849.0,849.0,0.0019893837
850.0,850.0,0.017310178
851.0,851.0,1.9318183E-4
852.0,852.0,0.0055516567
853.0,853.0,0.025743797
854.0,854.0,1.627886E-4
855.0,855.0,2.684939E-4
856.0,856.0,0.0012001283
857.0,857.0,0.40853807
858.0,858.0,0.18904978
859.0,859.0,0.38909128
860.0,860.0,0.011811398
861.0,861.0,4.516331E-5
862.0,862.0,0.048228856
863.0,863.0,0.020877
864.0,864.0,0.41767305
865.0,865.0,0.49461192
866.0,866.0,1.4770338E-8
867.0,867.0,0.24099867
868.0,868.0,0.029957514
869.0,869.0,0.006858333
870.0,870.0,1.7257098E-6
871.0,871.0,0.0010540062
872.0,872.0,0.0016608392
873.0,873.0,1.9837964E-4
874.0,874.0,0.10343901
875.0,875.0,0.039034273
876.0,876.0,0.4493162
877.0,877.0,0.31287774
878.0,878.0,0.0823704
879.0,879.0,0.11957036
880.0,880.0,0.0019146382
881.0,881.0,0.18723485
882.0,882.0,0.0011633431
883.0,883.0,3.612322E-4
884.0,884.0,2.304473E-6
885.0,885.0,3.2870437E-6
886.0,886.0,0.51725906
887.0,887.0,2.6903267E-6
888.0,888.0,0.07386876
889.0,889.0,3.0690312E-4
890.0,890.0,0.006877045
891.0,891.0,0.18186362
892.0,892.0,0.005784171
893.0,893.0,0.14491527
894.0,894.0,0.88822365
