"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","L","1","fc.L_rm.1",0.778062904468413,0.999,0.189141085822853,0.130247802927069,0.619800223714102,0.129272826208477,0.446,0.715500291171616,0.200419683053086,0.318068510115486,0.01015625,0.0203125,25643.6028332726,899.740535505469,4.12323603396585e-196,13
"2","LQ","1","fc.LQ_rm.1",0.798677927580894,0.997,0.170296342983508,0.101453335440889,0.648569198395406,0.089247418654855,0.4045,0.554992792745996,0.215157303871632,0.323636720396171,0.02890625,0.0578125,25481.0622902512,737.199992484097,8.13708132466177e-161,16
"3","Q","1","fc.Q_rm.1",0.782229622496148,0.994,0.217449942595273,0.162030444724951,0.583293544064139,0.14447472761678,0.42725,0.661310504478292,0.152908556892095,0.261362075449264,0.003125,0.00625,25637.4242449033,893.56194713611,9.05527437562216e-195,11
"4","LQH","1","fc.LQH_rm.1",0.857395261941448,0.993,0.156831397798576,0.0590826059126698,0.705949901425938,0.060976287464091,0.61925,0.426978043932004,0.152904772652958,0.151278501093827,0.00698771284829721,0.00890019394134765,24743.8622977672,0,0.980422013587786,79
"5","H","1","fc.H_rm.1",0.857333474576271,0.997,0.16246248177356,0.0538131177627525,0.700329771793648,0.0551778824656389,0.61575,0.437953859822394,0.144229494994875,0.122585854934371,0.00777621904024768,0.0089793997704369,24751.6894523917,7.82715462455235,0.0195779864122144,81
"6","L","2","fc.L_rm.2",0.77055905238829,0.996,0.183072509184676,0.116913136216244,0.628205735488003,0.131484935448906,0.5505,0.693924347461595,0.151341633647665,0.26205958560002,0.00625,0.0125,25701.1951776968,957.332879929658,1.28593644515735e-208,11
"7","LQ","2","fc.LQ_rm.2",0.782751656394453,1,0.163248122677471,0.100350012635005,0.656514390109889,0.114169724531065,0.60925,0.46494399304289,0.160694243746509,0.267384118854666,0.025,0.05,25607.6692933442,863.806995577033,2.61882965252276e-188,13
"8","Q","2","fc.Q_rm.2",0.772607126348228,0.986,0.204437249698406,0.142945674653205,0.606615109180595,0.155986673330049,0.495,0.684837206933151,0.121745631195501,0.223133816829541,0.0015625,0.003125,25737.1784182167,993.31612044957,1.97495909753253e-216,14
"9","LQH","2","fc.LQH_rm.2",0.845662750385208,0.999,0.137225586535932,0.0466452091728412,0.714148279373729,0.0456587722147207,0.81075,0.151026211852998,0.121887318441674,0.125213954067415,0.003125,0.00625,24882.2141804775,138.351882710387,8.88553215737658e-31,39
"10","H","2","fc.H_rm.2",0.846631779661017,0.999,0.146749333164519,0.0379977286432611,0.705436605591503,0.0371478364851518,0.83775,0.0854219917039322,0.125699859271623,0.116740453953834,0.00234375,0.0046875,24906.9999875002,163.137689733019,3.68564781262637e-36,49
"11","L","3","fc.L_rm.3",0.764558513097072,0.996,0.169591313558685,0.11089233809051,0.629094844482521,0.115420479807791,0.55775,0.779345184540629,0.134909957479123,0.235117232497962,0.00390625,0.0078125,25750.9466233775,1007.08432561031,2.02222903691139e-219,9
"12","LQ","3","fc.LQ_rm.3",0.777973690292758,0.999,0.16841484168664,0.100313838892161,0.650334094204401,0.124012558845142,0.60075,0.659141044592632,0.138130112619649,0.249761805204692,0.00625,0.0125,25648.4139172928,904.551619525631,3.71984270247805e-197,10
"13","Q","3","fc.Q_rm.3",0.766228081664099,0.993,0.191513690025662,0.132122516405233,0.611295644069238,0.14369421859716,0.51625,0.791355956570746,0.108510010719702,0.204758601147615,0.00078125,0.0015625,25783.948245269,1040.0859475019,1.37917444487073e-226,10
"14","LQH","3","fc.LQH_rm.3",0.839068528505393,0.999,0.134499540676954,0.0515814868676065,0.70932537873088,0.0524336668488713,0.80575,0.121790462133398,0.0986700634687046,0.109272903146487,0.00234375,0.0046875,24990.6730609171,246.810763149955,2.49538062530489e-54,36
"15","H","3","fc.H_rm.3",0.840600731895223,1,0.148960713550426,0.0452371373864717,0.696572548169714,0.0448710127956401,0.8265,0.101250514401985,0.122052346880621,0.145846175924138,0.00078125,0.0015625,25037.3255512173,293.463253450172,1.84789481374859e-64,51
