"layer","x","y"
0.00546127821286824,-115.354166666667,37.6041666666667
0.00479605384688442,-115.3125,37.6041666666667
0.00391081643379154,-115.270833333333,37.6041666666667
0.00467873235641059,-115.229166666667,37.6041666666667
0.00280861847696068,-115.1875,37.6041666666667
0.00457198332913988,-115.145833333333,37.6041666666667
0.00297497388737844,-115.104166666667,37.6041666666667
0.00330247561847163,-115.0625,37.6041666666667
0.00299876574945657,-115.020833333333,37.6041666666667
0.00188374027199711,-114.979166666667,37.6041666666667
0.00133329490916856,-114.9375,37.6041666666667
0.000472335966945958,-114.895833333333,37.6041666666667
0.000511006225437538,-114.854166666667,37.6041666666667
0.000848131683389264,-114.8125,37.6041666666667
0.00181274957368827,-114.770833333333,37.6041666666667
0.00189366224397569,-115.5625,37.5625
0.00247104481049165,-115.520833333333,37.5625
0.00262332200520676,-115.479166666667,37.5625
0.00290755246417418,-115.4375,37.5625
0.00417202951169604,-115.395833333333,37.5625
0.00677852981583926,-115.354166666667,37.5625
0.00435241088639771,-115.3125,37.5625
0.00389196849629925,-115.270833333333,37.5625
0.00531224308685418,-115.229166666667,37.5625
0.00682163184554763,-115.1875,37.5625
0.00611569995717165,-115.145833333333,37.5625
0.00575072494719675,-115.104166666667,37.5625
0.00644008163605136,-115.0625,37.5625
0.00533993416780432,-115.020833333333,37.5625
0.00247797576417319,-114.979166666667,37.5625
0.000542171143842474,-114.9375,37.5625
0.000466040992194161,-114.895833333333,37.5625
0.000560277322864011,-114.854166666667,37.5625
0.00121505303757674,-114.8125,37.5625
0.00209092447677273,-114.770833333333,37.5625
0.00200726299961285,-114.729166666667,37.5625
0.00272884607787427,-114.6875,37.5625
0.00438101733918661,-114.645833333333,37.5625
0.00472729217414558,-114.604166666667,37.5625
0.00389748700832848,-114.5625,37.5625
0.0016556905453996,-115.6875,37.5208333333333
0.000928719582916404,-115.645833333333,37.5208333333333
0.000916414653109654,-115.604166666667,37.5208333333333
0.00115133674591927,-115.5625,37.5208333333333
0.00140735641183232,-115.520833333333,37.5208333333333
0.00214335713202496,-115.479166666667,37.5208333333333
0.00402257662149541,-115.4375,37.5208333333333
0.00604771132987048,-115.395833333333,37.5208333333333
0.00779852637626999,-115.354166666667,37.5208333333333
0.00442207363366554,-115.3125,37.5208333333333
0.00415622359896273,-115.270833333333,37.5208333333333
0.00533194923134983,-115.229166666667,37.5208333333333
0.00822746994419277,-115.1875,37.5208333333333
0.0107318003116191,-115.145833333333,37.5208333333333
0.0116905321635572,-115.104166666667,37.5208333333333
0.00719531786240024,-115.0625,37.5208333333333
0.00544441975093723,-115.020833333333,37.5208333333333
0.00181210758631944,-114.979166666667,37.5208333333333
0.000839228558086158,-114.9375,37.5208333333333
0.000591976903539737,-114.895833333333,37.5208333333333
0.000645983298819264,-114.854166666667,37.5208333333333
0.00136106641583833,-114.8125,37.5208333333333
0.00201322802602055,-114.770833333333,37.5208333333333
0.00160299247433426,-114.729166666667,37.5208333333333
0.00258238763853447,-114.6875,37.5208333333333
0.00510563698819699,-114.645833333333,37.5208333333333
0.0060434099714356,-114.604166666667,37.5208333333333
0.00534438733733789,-114.5625,37.5208333333333
0.0039744099026422,-114.520833333333,37.5208333333333
0.00293859926171491,-114.479166666667,37.5208333333333
0.00263399821085508,-114.4375,37.5208333333333
0.00242599957185641,-115.8125,37.4791666666667
0.00257010340968988,-115.770833333333,37.4791666666667
0.00212277373860148,-115.729166666667,37.4791666666667
0.00236269916646958,-115.6875,37.4791666666667
0.00157389757864046,-115.645833333333,37.4791666666667
0.00108518572393368,-115.604166666667,37.4791666666667
0.00112799940170261,-115.5625,37.4791666666667
0.00125243601200475,-115.520833333333,37.4791666666667
0.00186196446247466,-115.479166666667,37.4791666666667
0.00514562970349086,-115.4375,37.4791666666667
0.00811321547585486,-115.395833333333,37.4791666666667
0.00982225772546685,-115.354166666667,37.4791666666667
0.00784351864925925,-115.3125,37.4791666666667
0.00542481040071274,-115.270833333333,37.4791666666667
0.0051234730432882,-115.229166666667,37.4791666666667
0.00650998069771547,-115.1875,37.4791666666667
0.0109114993903623,-115.145833333333,37.4791666666667
0.016353253678793,-115.104166666667,37.4791666666667
0.00795726843166211,-115.0625,37.4791666666667
0.00581246801374347,-115.020833333333,37.4791666666667
0.00279726681065318,-114.979166666667,37.4791666666667
0.00141934984174197,-114.9375,37.4791666666667
0.00085832079749093,-114.895833333333,37.4791666666667
0.0008385662344913,-114.854166666667,37.4791666666667
0.00151781347763591,-114.8125,37.4791666666667
0.00222736775262589,-114.770833333333,37.4791666666667
0.00196412330863305,-114.729166666667,37.4791666666667
0.00286811459298375,-114.6875,37.4791666666667
0.00625144607845818,-114.645833333333,37.4791666666667
0.00823209510571121,-114.604166666667,37.4791666666667
0.0078699189611291,-114.5625,37.4791666666667
0.00472157369731419,-114.520833333333,37.4791666666667
0.00283389994730765,-114.479166666667,37.4791666666667
0.0028015935845711,-114.4375,37.4791666666667
0.00277360051462616,-114.395833333333,37.4791666666667
0.00240340236398329,-114.354166666667,37.4791666666667
0.00204997116081673,-114.3125,37.4791666666667
0.000630030460640252,-115.895833333333,37.4375
0.000932134003202689,-115.854166666667,37.4375
0.00266364342825676,-115.8125,37.4375
0.00295898857536925,-115.770833333333,37.4375
0.00205246053893327,-115.729166666667,37.4375
0.00310175597961426,-115.6875,37.4375
0.00337394935840707,-115.645833333333,37.4375
0.00154789900338381,-115.604166666667,37.4375
0.00130188741905246,-115.5625,37.4375
0.00146469975600427,-115.520833333333,37.4375
0.00159918314064111,-115.479166666667,37.4375
0.00323623965882514,-115.4375,37.4375
0.00842362040788713,-115.395833333333,37.4375
0.0106944923913476,-115.354166666667,37.4375
0.0120532937638249,-115.3125,37.4375
0.00908860664055777,-115.270833333333,37.4375
0.00274645175148902,-115.229166666667,37.4375
0.0025326306219996,-115.1875,37.4375
0.0043162255250363,-115.145833333333,37.4375
0.0192364438109186,-115.104166666667,37.4375
0.0161091162574556,-115.0625,37.4375
0.0101498720309715,-115.020833333333,37.4375
0.00358873376115798,-114.979166666667,37.4375
0.00185349328342177,-114.9375,37.4375
0.00117342604762649,-114.895833333333,37.4375
0.00109400341319466,-114.854166666667,37.4375
0.00186721033473847,-114.8125,37.4375
0.00279556023719763,-114.770833333333,37.4375
0.00278471290718241,-114.729166666667,37.4375
0.00315994613159454,-114.6875,37.4375
0.00718894898254219,-114.645833333333,37.4375
0.0120305054698125,-114.604166666667,37.4375
0.0137626815080598,-114.5625,37.4375
0.00885312133141047,-114.520833333333,37.4375
0.00497377894983553,-114.479166666667,37.4375
0.00456429315212803,-114.4375,37.4375
0.00490987087123096,-114.395833333333,37.4375
